"player_name","club","position","minutes_played","match_played","goals","assists","distance_covered","corner_taken","offsides","dribbles","tackles","t_won","t_lost","balls_recoverd","clearance_attempted","total_attempts","on_target","off_target","blocked","red","yellow","fouls_committed","fouls_suffered","cross_accuracy","cross_attempted","cross_complted","freekicks_taken","pass_accuracy","pass_attempted","pass_completed","right_foot","left_foot","headers","penalties","others","inside_area","outside_areas","saved","saved_penalties","conceded","cleansheets","punches made"
Maycon,Shakhtar Donetsk,Midfielder,473,6,0,0,62.9,,,,2,1,1,18,3,5,0,2,3,0,0,5,1,58,12,7,9,94,395,373,,,,,,,,,,,,
Carrasco,Atlético,Forward,472,7,0,0,60.1,,,,1,0,1,8,8,6,2,1,3,0,1,1,7,21,14,3,11,79,148,117,,,,,,,,,,,,
Cuadrado,Juventus,Midfielder,472,7,0,0,56.2,,,,6,1,5,23,9,3,0,3,0,2,0,3,9,32,28,9,3,87,256,226,,,,,,,,,,,,
Felipe,Atlético,Defender,472,7,0,0,51.4,,,,3,1,2,34,31,1,0,1,0,3,2,7,2,0,0,0,5,73,195,168,,,,,,,,,,,,
Witsel,Dortmund,Midfielder,471,6,0,0,59.8,,,,5,2,3,35,5,1,1,0,0,1,0,5,4,0,0,0,6,93,311,294,,,,,,,,,,,,
Neymar,Paris,Forward,468,6,0,1,55.6,7,1,27,3,1,2,11,0,10,1,5,4,1,0,4,20,0,5,0,5,84,259,223,,,,,,,,,,,,
Bamba,LOSC,Forward,468,6,0,0,58.2,,,,5,1,4,19,7,4,1,0,3,3,0,7,11,40,25,10,8,81,218,174,,,,,,,,,,,,
Dumfries,Inter,Defender,467,7,0,1,60.2,0,0,5,6,1,5,10,4,6,1,4,1,1,0,12,7,14,14,2,0,77,124,93,,,,,,,,,,,,
Goretzka,Bayern,Midfielder,466,6,0,0,59.3,,,,8,5,3,35,6,16,3,7,6,0,0,7,4,33,3,1,5,85,338,307,,,,,,,,,,,,
Zapata,Atalanta,Forward,464,6,3,3,50.1,0,7,10,2,1,1,2,3,22,8,7,7,1,0,7,6,20,5,1,0,70,130,92,2,1,0,0,0,3,0,,,,,
Coquelin,Villarreal,Midfielder,463,8,1,0,57.6,,,,9,3,6,13,6,3,2,1,0,2,1,9,4,50,2,1,1,82,150,124,0,0,1,0,0,1,0,,,,,
Ocampos,Sevilla,Midfielder,463,6,1,1,50.6,1,1,16,1,0,1,9,2,12,3,7,2,2,0,4,18,21,19,4,1,79,165,133,1,0,0,0,0,1,0,,,,,
Lauper,Young Boys,Midfielder,462,6,0,0,42.1,,,,12,7,5,43,13,3,3,0,0,0,0,3,1,0,0,0,6,90,348,313,,,,,,,,,,,,
Grealish,Man. City,Midfielder,461,7,1,1,57.1,3,6,18,2,0,2,11,0,10,3,0,7,0,0,9,17,40,5,2,3,87,243,214,1,0,0,0,0,1,0,,,,,
Claudinho,Zenit,Midfielder,460,6,2,0,55.8,,,,6,1,5,20,3,13,4,6,3,1,0,7,8,45,22,10,5,85,267,229,1,0,1,0,0,2,0,,,,,
Otávio,Porto,Midfielder,450,6,0,0,53.8,,,,13,7,6,19,5,6,0,4,2,1,0,12,8,56,16,9,4,70,197,149,,,,,,,,,,,,
Feddal,Sporting CP,Defender,450,6,0,0,49.2,,,,8,3,5,24,19,1,0,1,0,,,,,0,0,0,7,71,259,229,,,,,,,,,,,,
Palomino,Atalanta,Defender,450,5,1,1,50.5,0,1,0,6,3,3,41,14,3,1,1,1,1,0,5,0,0,0,0,12,83,245,207,0,1,0,0,0,1,0,,,,,
T. Hernández,Milan,Defender,450,5,0,1,51.4,3,4,10,5,2,3,21,11,3,0,2,1,2,0,5,9,31,16,5,7,78,215,172,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,4,2,2,15,10,2,0,0,2,0,0,4,6,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,4,2,2,15,10,2,0,0,2,0,0,4,6,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,4,2,2,15,10,2,0,0,2,2,0,6,3,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,4,2,2,15,10,2,0,0,2,2,0,6,3,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,4,2,2,15,10,2,0,2,0,0,0,4,6,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,4,2,2,15,10,2,0,2,0,0,0,4,6,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,4,2,2,15,10,2,0,2,0,2,0,6,3,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,4,2,2,15,10,2,0,2,0,2,0,6,3,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,9,1,8,24,21,2,0,0,2,0,0,4,6,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,9,1,8,24,21,2,0,0,2,0,0,4,6,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,9,1,8,24,21,2,0,0,2,2,0,6,3,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,9,1,8,24,21,2,0,0,2,2,0,6,3,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,9,1,8,24,21,2,0,2,0,0,0,4,6,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,9,1,8,24,21,2,0,2,0,0,0,4,6,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,9,1,8,24,21,2,0,2,0,2,0,6,3,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,9,1,8,24,21,2,0,2,0,2,0,6,3,0,7,0,9,89,362,331,,,,,,,,,,,,
Mykolenko,Dynamo Kyiv,Defender,450,5,0,0,56.4,,,,6,2,4,22,9,2,1,1,0,0,0,3,5,22,9,2,6,84,201,171,,,,,,,,,,,,
Syrota,Dynamo Kyiv,Defender,450,5,0,0,54.0,,,,4,3,1,23,24,1,0,1,0,0,0,4,0,0,0,0,4,85,224,194,,,,,,,,,,,,
Koundé,Sevilla,Defender,450,5,0,0,53.2,,,,0,0,0,48,15,5,2,2,1,0,0,3,4,0,0,0,11,90,343,311,,,,,,,,,,,,
Savić,Atlético,Defender,450,5,0,0,51.6,,,,6,5,1,34,17,2,0,1,1,1,0,1,1,0,0,0,9,81,191,158,,,,,,,,,,,,
Akanji,Dortmund,Defender,450,5,0,0,50.6,,,,5,2,3,39,12,2,0,1,1,0,0,1,2,0,1,0,9,87,299,262,,,,,,,,,,,,
L. Nielsen,Malmö,Defender,450,5,0,0,49.1,,,,6,5,1,27,28,2,0,1,1,2,0,2,1,0,0,0,4,84,162,140,,,,,,,,,,,,
Marlon,Shakhtar Donetsk,Defender,450,5,0,0,48.8,,,,3,1,2,21,15,3,0,3,0,0,0,6,0,0,0,0,8,94,424,402,,,,,,,,,,,,
Mbemba,Porto,Defender,450,5,0,0,46.5,,,,4,1,3,31,19,2,0,1,1,2,1,3,4,100,2,2,10,88,215,192,,,,,,,,,,,,
Casteels,Wolfsburg,Goalkeeper,450,5,0,0,30.8,,,,,,,,,,,,,,,,,0,0,0,10,71,182,129,,,,,,,,18,0,8,1,2
Ersin Destanoğlu,Beşiktaş,Goalkeeper,450,5,0,0,29.3,,,,,,,,,,,,,,,,,0,0,0,7,70,145,101,,,,,,,,20,0,17,0,0
Donnarumma,Paris,Goalkeeper,450,5,0,0,27.5,,,,,,,,,,,,,,,,,0,0,0,13,83,153,128,,,,,,,,18,1,6,2,9
Gulácsi,Leipzig,Goalkeeper,450,5,0,0,27.2,,,,,,,,,,,,,,,,,0,0,0,21,81,182,145,,,,,,,,11,0,14,0,0
Bushchan,Dynamo Kyiv,Goalkeeper,450,5,0,0,25.6,,,,,,,,,,,,,,,,,0,0,0,18,71,200,142,,,,,,,,13,0,11,0,4
Athanasiadis,Sheriff,Goalkeeper,450,5,0,0,22.7,,,,,,,,,,,,,,,,,0,0,0,10,69,154,106,,,,,,,,29,0,8,1,2
Musiala,Bayern,Midfielder,448,8,1,1,59.0,0,1,20,2,1,1,17,1,10,3,2,5,0,0,5,5,0,2,0,0,83,168,141,0,1,0,0,0,1,0,,,,,
Brorsson,Malmö,Defender,448,5,0,0,49.9,,,,4,3,1,17,22,,,,,2,0,5,2,0,0,0,4,80,163,139,,,,,,,,,,,,
Ziyech,Chelsea,Midfielder,446,9,1,2,53.5,23,0,12,5,2,3,11,1,13,6,2,5,2,0,13,8,26,41,11,3,76,240,186,0,1,0,0,0,1,0,,,,,
Saelemaekers,Milan,Midfielder,444,6,0,0,57.3,,,,5,1,4,24,2,4,1,1,2,1,0,7,7,28,7,2,1,77,182,141,,,,,,,,,,,,
Douglas Santos,Zenit,Defender,444,5,0,2,50.5,6,1,3,8,5,3,23,20,5,0,3,2,0,0,4,6,39,23,9,4,85,238,202,,,,,,,,,,,,
Chistiakov,Zenit,Defender,444,5,0,0,50.8,,,,6,4,2,19,18,5,1,2,2,2,1,7,1,0,0,0,4,92,209,196,,,,,,,,,,,,
Souza,Beşiktaş,Midfielder,442,5,0,0,55.5,,,,20,12,8,40,9,3,0,2,1,3,1,7,3,0,1,0,13,87,267,237,,,,,,,,,,,,
Berget,Malmö,Midfielder,438,5,0,0,53.0,,,,3,1,2,15,16,,,,,0,0,3,4,28,7,2,0,64,162,104,,,,,,,,,,,,
Onguéné,Salzburg,Defender,437,5,0,0,48.3,,,,4,3,1,33,22,,,,,1,0,5,5,0,0,0,10,87,242,213,,,,,,,,,,,,
Buyalskiy,Dynamo Kyiv,Midfielder,436,5,0,0,58.5,,,,5,2,3,8,1,4,3,0,1,1,0,2,14,50,2,1,0,80,101,84,,,,,,,,,,,,
Xeka,LOSC,Midfielder,435,7,0,0,54.1,,,,8,1,7,19,4,4,0,3,1,3,0,6,5,33,9,3,16,80,218,180,,,,,,,,,,,,
Mæhle,Atalanta,Defender,435,5,0,1,56.4,0,1,11,4,3,1,21,4,3,0,2,1,0,0,3,7,0,8,0,0,81,217,184,,,,,,,,,,,,
Garcia,Young Boys,Defender,435,5,0,0,40.2,,,,8,4,4,21,7,5,1,2,2,1,0,9,2,30,23,7,6,79,226,184,,,,,,,,,,,,
Malcom,Zenit,Forward,434,6,0,1,48.6,6,2,12,3,2,1,13,2,10,3,3,4,0,0,3,14,23,21,5,5,84,179,149,,,,,,,,,,,,
Fred,Man. United,Midfielder,433,6,0,0,43.4,,,,10,6,4,29,2,5,2,2,1,1,0,4,10,50,2,1,5,84,262,224,,,,,,,,,,,,
Angeliño,Leipzig,Defender,432,5,0,3,50.7,8,0,4,3,2,1,14,5,5,0,2,3,2,1,4,2,26,30,8,10,72,180,132,,,,,,,,,,,,
Pedraza,Villarreal,Midfielder,431,10,0,1,55.3,0,0,9,4,1,3,18,9,6,0,6,0,1,0,5,3,15,19,3,0,61,195,151,,,,,,,,,,,,
Pino,Villarreal,Forward,431,7,1,0,54.7,,,,10,4,6,14,0,4,2,2,0,3,0,7,7,0,5,0,0,76,106,88,0,0,1,0,0,1,0,,,,,
Verratti,Paris,Midfielder,431,5,0,0,55.7,,,,35,18,17,22,4,,,,,2,0,5,10,0,2,0,14,93,436,403,,,,,,,,,,,,
Guilavogui,Wolfsburg,Midfielder,429,5,0,0,50.5,,,,6,1,5,39,26,1,0,1,0,4,1,11,2,0,0,0,5,85,215,184,,,,,,,,,,,,
Kanté,Chelsea,Midfielder,427,6,0,1,52.2,0,0,4,9,3,6,29,4,3,0,2,1,0,0,12,2,50,4,2,3,89,274,245,,,,,,,,,,,,
Kovačić,Chelsea,Midfielder,426,6,0,0,50.3,,,,12,5,7,16,1,4,0,2,2,0,0,6,4,0,0,0,7,91,457,425,,,,,,,,,,,,
Lindelöf,Man. United,Defender,426,5,0,0,37.8,,,,5,3,2,30,15,,,,,1,0,5,1,50,2,1,8,93,280,263,,,,,,,,,,,,
Hermoso,Atlético,Defender,425,6,0,0,47.7,,,,2,1,1,28,23,2,0,1,1,1,0,9,1,0,3,0,8,76,165,127,,,,,,,,,,,,
C. Martins Pereira,Young Boys,Midfielder,420,5,0,0,44.5,,,,10,2,8,32,6,5,1,3,1,1,0,7,4,0,0,0,6,91,177,162,,,,,,,,,,,,
Hakan Çalhanoğlu,Inter,Midfielder,419,6,0,0,55.2,,,,8,2,6,14,2,5,1,3,1,0,0,5,4,47,34,16,4,85,262,225,,,,,,,,,,,,
Wan-Bissaka,Man. United,Defender,419,6,0,0,45.9,,,,12,7,5,28,12,1,0,0,1,0,1,4,2,0,9,0,2,84,254,218,,,,,,,,,,,,
Tomori,Milan,Defender,418,5,1,0,45.4,,,,10,3,7,30,22,3,2,1,0,2,0,7,4,0,0,0,3,87,194,169,1,0,0,0,0,1,0,,,,,
Botman,LOSC,Defender,418,5,0,0,47.4,,,,7,5,2,37,20,3,1,2,0,1,0,1,3,0,0,0,13,88,248,220,,,,,,,,,,,,
Rits,Club Brugge,Midfielder,417,6,2,0,53.9,,,,5,3,2,14,2,8,4,2,2,0,0,2,4,33,3,1,3,77,129,101,1,1,0,0,0,2,0,,,,,
Baku,Wolfsburg,Midfielder,413,6,1,0,48.6,,,,0,0,0,11,8,2,1,0,1,0,0,3,1,11,9,1,2,68,144,99,1,0,0,0,0,1,0,,,,,
Ahmedhodžić,Malmö,Defender,413,5,0,0,46.3,,,,6,3,3,32,24,,,,,1,1,6,0,0,0,0,10,83,225,191,,,,,,,,,,,,
André Silva,Leipzig,Forward,410,6,3,2,47.2,0,9,5,3,0,3,8,1,21,10,6,5,0,0,8,8,66,3,2,1,83,99,82,2,0,1,0,0,3,0,,,,,
Vidal,Inter,Midfielder,409,7,1,2,53.2,0,0,2,19,10,9,30,9,3,2,0,1,1,0,10,6,66,3,2,3,90,254,222,0,1,0,0,0,1,0,,,,,
Balanta,Club Brugge,Midfielder,407,5,0,0,50.7,,,,10,3,7,37,9,,,,,4,0,18,3,0,2,0,1,79,155,124,,,,,,,,,,,,
Renato Sanches,LOSC,Midfielder,407,5,0,0,49.2,,,,3,1,2,12,6,4,1,2,1,0,0,9,8,11,9,1,5,80,204,163,,,,,,,,,,,,
Zappacosta,Atalanta,Defender,405,6,0,1,51.0,0,0,12,4,0,4,10,3,7,1,4,2,1,0,6,11,8,12,1,6,89,188,162,,,,,,,,,,,,
Laimer,Leipzig,Midfielder,405,6,0,1,49.1,0,0,4,11,2,9,19,1,5,3,1,1,0,0,11,5,16,6,1,4,81,187,149,,,,,,,,,,,,
Kolovos,Sheriff,Midfielder,405,6,0,0,49.3,,,,1,0,1,10,0,2,0,0,2,1,0,1,8,0,1,0,0,71,88,66,,,,,,,,,,,,
Rosier,Beşiktaş,Defender,405,5,0,0,46.8,,,,7,3,4,23,9,1,0,1,0,0,0,4,3,14,14,2,3,84,177,150,,,,,,,,,,,,
Correa,Atlético,Forward,401,10,1,0,49.6,,,,5,3,2,12,0,1,1,0,0,0,0,1,2,28,7,2,1,65,139,107,1,0,0,0,0,1,0,,,,,
Correa,Atlético,Forward,401,10,1,0,49.6,,,,5,3,2,12,0,1,1,0,0,0,0,1,2,0,1,0,0,90,27,24,1,0,0,0,0,1,0,,,,,
Correa,Atlético,Forward,401,10,1,0,49.6,,,,5,3,2,12,0,1,1,0,0,2,0,10,8,28,7,2,1,65,139,107,1,0,0,0,0,1,0,,,,,
Correa,Atlético,Forward,401,10,1,0,49.6,,,,5,3,2,12,0,1,1,0,0,2,0,10,8,0,1,0,0,90,27,24,1,0,0,0,0,1,0,,,,,
Correa,Atlético,Forward,401,10,1,0,49.6,,,,5,3,2,12,0,9,3,4,2,0,0,1,2,28,7,2,1,65,139,107,1,0,0,0,0,1,0,,,,,
Correa,Atlético,Forward,401,10,1,0,49.6,,,,5,3,2,12,0,9,3,4,2,0,0,1,2,0,1,0,0,90,27,24,1,0,0,0,0,1,0,,,,,
Correa,Atlético,Forward,401,10,1,0,49.6,,,,5,3,2,12,0,9,3,4,2,2,0,10,8,28,7,2,1,65,139,107,1,0,0,0,0,1,0,,,,,
Correa,Atlético,Forward,401,10,1,0,49.6,,,,5,3,2,12,0,9,3,4,2,2,0,10,8,0,1,0,0,90,27,24,1,0,0,0,0,1,0,,,,,
Gueye,Paris,Midfielder,400,7,1,0,48.1,,,,12,5,7,14,5,4,2,2,0,1,0,10,7,33,3,1,2,88,209,190,1,0,0,0,0,1,0,,,,,
McTominay,Man. United,Midfielder,400,5,0,0,53.8,,,,7,2,5,28,4,4,1,2,1,1,0,7,4,0,0,0,10,90,217,197,,,,,,,,,,,,
Gavi,Barcelona,Midfielder,398,6,0,0,54.1,,,,9,4,5,20,2,4,0,3,1,2,0,16,7,0,3,0,1,92,164,153,,,,,,,,,,,,
Weghorst,Wolfsburg,Forward,398,5,0,0,49.4,,,,3,2,1,10,3,8,2,5,1,2,0,10,6,0,0,0,0,75,92,69,,,,,,,,,,,,
Shaw,Man. United,Defender,397,5,0,2,36.6,3,1,1,6,4,2,20,2,1,0,1,0,2,0,7,5,29,17,5,6,79,233,190,,,,,,,,,,,,
Brandt,Dortmund,Midfielder,395,5,0,0,51.8,,,,1,0,1,23,2,4,0,3,1,0,0,2,2,26,19,5,5,83,240,198,,,,,,,,,,,,
Sancho,Man. United,Midfielder,393,7,1,0,42.0,,,,0,0,0,10,2,5,3,1,1,,,,,0,4,0,0,85,202,176,1,0,0,0,0,1,0,,,,,
Piqué,Barcelona,Defender,393,5,1,0,44.0,,,,8,1,7,33,13,2,1,1,0,2,0,8,3,0,0,0,2,92,288,269,1,0,0,0,0,1,0,,,,,
Malen,Dortmund,Forward,392,6,3,0,43.7,,,,0,0,0,6,0,11,5,3,3,0,0,6,5,33,6,2,2,76,137,107,1,2,0,0,0,3,0,,,,,
Romagnoli,Milan,Defender,392,5,0,0,44.7,,,,10,7,3,32,18,1,0,1,0,0,0,4,0,0,1,0,7,86,221,192,,,,,,,,,,,,
Gnabry,Bayern,Forward,391,8,3,2,46.7,3,0,12,2,1,1,14,0,18,8,6,4,0,0,3,1,20,10,2,0,73,231,194,2,0,0,0,0,3,0,,,,,
Zaidu,Porto,Defender,389,6,0,0,45.9,,,,7,4,3,26,14,1,0,1,0,1,0,4,6,25,8,2,3,73,152,112,,,,,,,,,,,,
McKennie,Juventus,Midfielder,388,6,0,0,51.9,,,,5,0,5,15,3,7,3,3,1,0,0,3,2,0,3,0,1,85,170,153,,,,,,,,,,,,
Hefti,Young Boys,Defender,386,6,1,1,38.8,0,0,3,9,4,5,19,7,2,1,0,1,1,0,9,1,30,20,6,3,74,204,154,0,1,0,0,0,0,1,,,,,
Forsberg,Leipzig,Forward,385,6,2,2,48.2,9,0,3,2,0,2,12,1,11,4,3,4,0,0,6,4,53,13,7,5,83,164,132,2,0,0,1,0,1,1,,,,,
Batshuayi,Beşiktaş,Forward,383,5,0,0,43.5,,,,2,0,2,4,2,10,2,7,1,1,0,6,3,0,2,0,0,73,88,66,,,,,,,,,,,,
Bentancur,Juventus,Midfielder,382,5,0,1,48.7,0,1,2,7,3,4,23,2,2,0,2,0,0,0,5,2,0,4,0,0,83,206,176,,,,,,,,,,,,
Ricardo Esgaio,Sporting CP,Defender,380,8,0,2,48.8,0,0,1,7,3,4,17,5,2,0,1,1,1,0,7,3,33,3,1,7,75,171,146,,,,,,,,,,,,
Acuña,Sevilla,Defender,379,5,0,0,43.2,,,,8,6,2,19,4,,,,,0,0,12,6,40,30,12,15,77,275,214,,,,,,,,,,,,
Lemar,Atlético,Midfielder,377,8,0,1,48.9,7,0,7,4,3,1,14,4,4,3,0,1,0,0,3,3,28,14,4,0,76,171,133,,,,,,,,,,,,
Bennacer,Milan,Midfielder,376,6,0,0,47.1,,,,9,5,4,31,5,2,1,0,1,1,0,7,8,36,11,4,16,85,200,170,,,,,,,,,,,,
De Pena,Dynamo Kyiv,Midfielder,375,6,0,0,49.0,,,,2,1,1,10,3,4,2,0,2,,,,,10,10,1,3,70,124,87,,,,,,,,,,,,
Jordi Alba,Barcelona,Defender,375,5,0,1,45.8,0,1,0,4,1,3,22,7,3,2,1,0,0,0,4,2,30,30,9,7,84,301,251,,,,,,,,,,,,
Tetê,Shakhtar Donetsk,Forward,373,6,0,0,44.5,,,,1,0,1,6,0,9,2,4,3,0,0,6,10,0,4,0,0,86,129,110,,,,,,,,,,,,
Demiral,Atalanta,Defender,370,6,1,0,42.2,,,,3,1,2,31,21,2,2,0,0,1,0,4,2,0,0,0,9,92,176,162,0,0,1,0,0,1,0,,,,,
Gonçalo Ramos,Benfica,Forward,369,7,1,1,52.1,0,0,4,0,0,0,14,2,10,2,4,4,2,0,8,6,0,0,0,1,78,101,76,1,0,0,0,0,1,0,,,,,
Luís Neto,Sporting CP,Defender,368,6,0,0,38.6,,,,13,7,6,25,13,,,,,,,,,0,0,0,19,90,220,202,,,,,,,,,,,,
Pulišić,Chelsea,Midfielder,367,7,2,1,47.3,0,1,11,3,1,2,3,0,6,2,4,0,0,0,4,4,25,4,1,0,86,123,106,2,0,0,0,0,2,0,,,,,
Ronald Araújo,Barcelona,Defender,367,5,0,0,36.4,,,,8,6,2,19,9,3,0,3,0,1,0,1,5,33,3,1,9,86,192,167,,,,,,,,,,,,
Kędziora,Dynamo Kyiv,Defender,366,5,0,0,44.4,,,,8,4,4,12,8,,,,,0,0,3,3,16,6,1,6,82,129,106,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,4,2,2,15,10,2,0,0,2,0,0,4,6,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,4,2,2,15,10,2,0,0,2,0,0,4,6,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,4,2,2,15,10,2,0,0,2,2,0,6,3,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,4,2,2,15,10,2,0,0,2,2,0,6,3,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,4,2,2,15,10,2,0,2,0,0,0,4,6,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,4,2,2,15,10,2,0,2,0,0,0,4,6,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,4,2,2,15,10,2,0,2,0,2,0,6,3,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,4,2,2,15,10,2,0,2,0,2,0,6,3,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,9,1,8,24,21,2,0,0,2,0,0,4,6,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,9,1,8,24,21,2,0,0,2,0,0,4,6,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,9,1,8,24,21,2,0,0,2,2,0,6,3,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,9,1,8,24,21,2,0,0,2,2,0,6,3,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,9,1,8,24,21,2,0,2,0,0,0,4,6,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,9,1,8,24,21,2,0,2,0,0,0,4,6,0,7,0,9,89,362,331,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,9,1,8,24,21,2,0,2,0,2,0,6,3,0,0,0,5,79,199,185,,,,,,,,,,,,
Danilo,Paris,Midfielder,362,7,0,0,40.6,0,0,1,9,1,8,24,21,2,0,2,0,2,0,6,3,0,7,0,9,89,362,331,,,,,,,,,,,,
Roussillon,Wolfsburg,Defender,362,6,0,0,41.6,,,,3,2,1,27,8,1,0,1,0,2,0,4,2,0,7,0,0,78,131,103,,,,,,,,,,,,
Tolói,Atalanta,Defender,360,4,0,0,45.2,,,,6,5,1,34,6,4,1,3,0,0,0,3,1,50,10,5,5,83,231,189,,,,,,,,,,,,
Matviyenko,Shakhtar Donetsk,Defender,360,4,0,0,43.0,,,,2,1,1,27,9,2,0,2,0,0,0,2,3,0,2,0,1,92,350,328,,,,,,,,,,,,
Kritsyuk,Zenit,Goalkeeper,360,4,0,0,19.5,,,,,,,,,,,,,,,,,0,0,0,9,77,97,74,,,,,,,,12,0,6,1,10
Loftus-Cheek,Chelsea,Forward,358,8,0,1,44.2,0,0,15,4,2,2,11,2,5,1,3,1,2,0,5,9,42,7,3,2,80,252,229,,,,,,,,,,,,
Hummels,Dortmund,Defender,358,5,0,0,41.2,,,,8,1,7,28,12,3,0,3,0,1,1,6,1,0,0,0,3,86,310,277,,,,,,,,,,,,
Castañeda,Sheriff,Midfielder,357,5,0,0,45.5,,,,8,1,7,11,3,4,2,1,1,0,0,5,5,25,8,2,1,79,90,73,,,,,,,,,,,,
Klostermann,Leipzig,Defender,357,5,0,0,42.2,,,,4,3,1,24,17,,,,,1,0,3,0,0,1,0,2,85,161,140,,,,,,,,,,,,
Birmančević,Malmö,Midfielder,356,6,0,1,44.6,0,0,19,6,3,3,8,2,5,0,4,1,0,0,1,10,33,3,1,3,75,92,66,,,,,,,,,,,,
Ismaily,Shakhtar Donetsk,Defender,355,5,0,0,44.8,,,,1,1,0,19,13,3,0,3,0,0,0,1,4,0,4,0,5,86,184,159,,,,,,,,,,,,
Larin,Beşiktaş,Forward,354,5,1,0,40.2,,,,7,2,5,7,4,8,5,2,1,3,0,7,11,0,1,0,0,78,100,78,0,0,1,0,0,1,0,,,,,
Varane,Man. United,Defender,353,5,0,0,34.2,,,,0,0,0,34,18,2,2,0,0,1,0,3,2,0,0,0,6,88,245,222,,,,,,,,,,,,
Jesus,Man. City,Forward,352,8,4,1,41.9,0,4,7,3,2,1,6,1,9,7,1,1,3,0,9,3,0,4,0,0,86,131,113,4,0,0,0,0,4,0,,,,,
Brahim Díaz,Milan,Midfielder,351,5,1,1,43.9,0,0,19,2,2,0,6,1,5,2,2,1,1,0,3,12,0,1,0,1,78,124,98,0,1,0,0,0,1,0,,,,,
João Mário,Porto,Forward,351,4,0,0,39.3,8,0,7,6,2,4,18,2,1,1,0,0,0,0,1,4,11,9,1,7,75,126,95,,,,,,,,,,,,
João Mário,Porto,Forward,351,4,0,0,39.3,8,0,7,6,2,4,18,2,1,1,0,0,0,0,1,4,40,10,4,23,85,268,242,,,,,,,,,,,,
João Mário,Porto,Forward,351,4,0,0,39.3,8,0,7,6,2,4,18,2,1,1,0,0,2,0,13,13,11,9,1,7,75,126,95,,,,,,,,,,,,
João Mário,Porto,Forward,351,4,0,0,39.3,8,0,7,6,2,4,18,2,1,1,0,0,2,0,13,13,40,10,4,23,85,268,242,,,,,,,,,,,,
