"player_name","club","position","minutes_played","match_played","goals","assists","distance_covered","corner_taken","offsides","dribbles","tackles","t_won","t_lost","balls_recoverd","clearance_attempted","total_attempts","on_target","off_target","blocked","red","yellow","fouls_committed","fouls_suffered","cross_accuracy","cross_attempted","cross_complted","freekicks_taken","pass_accuracy","pass_attempted","pass_completed","right_foot","left_foot","headers","penalties","others","inside_area","outside_areas","saved","saved_penalties","conceded","cleansheets","punches made"
Waldschmidt,Wolfsburg,Forward,119,3,0,0,15.6,,,,1,0,1,1,1,2,0,2,0,1,0,2,0,0,0,0,0,74,30,25,,,,,,,,,,,,
Rebić,Milan,Forward,117,2,1,0,13.0,,,,2,0,2,1,4,2,2,0,0,1,0,2,0,0,2,0,0,62,21,13,1,0,0,0,0,1,0,,,,,
Lingard,Man. United,Midfielder,116,4,0,1,14.0,0,0,2,0,0,0,1,2,2,2,0,0,,,,,0,0,0,0,82,49,42,,,,,,,,,,,,
Abubakari,Malmö,Forward,116,4,0,0,15.3,,,,2,2,0,2,2,2,0,2,0,0,0,6,4,0,1,0,0,82,33,26,,,,,,,,,,,,
Brobbey,Leipzig,Forward,115,5,0,0,14.3,,,,1,1,0,2,1,1,0,1,0,0,0,3,3,0,2,0,0,42,23,13,,,,,,,,,,,,
Messias Junior,Milan,Forward,115,2,1,0,15.6,,,,1,1,0,3,0,1,1,0,0,0,0,2,4,25,4,1,2,84,35,26,0,0,1,0,0,1,0,,,,,
Lázaro,Benfica,Midfielder,114,6,0,0,15.6,,,,2,1,1,4,4,,,,,0,0,2,1,0,0,0,2,54,47,38,,,,,,,,,,,,
Maceiras,Young Boys,Defender,113,3,0,0,16.0,,,,2,2,0,4,1,1,0,1,0,0,0,1,2,0,7,0,1,73,57,47,,,,,,,,,,,,
Salih Uçan,Beşiktaş,Midfielder,109,5,0,0,15.4,,,,4,2,2,11,0,,,,,0,0,2,0,0,3,0,0,75,57,50,,,,,,,,,,,,
Coutinho,Barcelona,Forward,109,4,0,0,14.3,,,,0,0,0,1,0,4,1,2,1,0,0,1,4,0,3,0,1,84,66,52,,,,,,,,,,,,
Correa,Inter,Forward,106,5,0,0,14.8,,,,5,3,2,12,0,1,1,0,0,0,0,1,2,28,7,2,1,65,139,107,1,0,0,0,0,1,0,,,,,
Correa,Inter,Forward,106,5,0,0,14.8,,,,5,3,2,12,0,1,1,0,0,0,0,1,2,0,1,0,0,90,27,24,1,0,0,0,0,1,0,,,,,
Correa,Inter,Forward,106,5,0,0,14.8,,,,5,3,2,12,0,1,1,0,0,2,0,10,8,28,7,2,1,65,139,107,1,0,0,0,0,1,0,,,,,
Correa,Inter,Forward,106,5,0,0,14.8,,,,5,3,2,12,0,1,1,0,0,2,0,10,8,0,1,0,0,90,27,24,1,0,0,0,0,1,0,,,,,
Correa,Inter,Forward,106,5,0,0,14.8,,,,5,3,2,12,0,9,3,4,2,0,0,1,2,28,7,2,1,65,139,107,1,0,0,0,0,1,0,,,,,
Correa,Inter,Forward,106,5,0,0,14.8,,,,5,3,2,12,0,9,3,4,2,0,0,1,2,0,1,0,0,90,27,24,1,0,0,0,0,1,0,,,,,
Correa,Inter,Forward,106,5,0,0,14.8,,,,5,3,2,12,0,9,3,4,2,2,0,10,8,28,7,2,1,65,139,107,1,0,0,0,0,1,0,,,,,
Correa,Inter,Forward,106,5,0,0,14.8,,,,5,3,2,12,0,9,3,4,2,2,0,10,8,0,1,0,0,90,27,24,1,0,0,0,0,1,0,,,,,
Erokhin,Zenit,Midfielder,104,6,0,0,15.7,,,,3,0,3,3,1,4,0,2,2,0,0,2,2,0,2,0,0,98,27,26,,,,,,,,,,,,
Shkurin,Dynamo Kyiv,Forward,104,2,0,0,14.0,,,,1,0,1,1,2,,,,,,,,,0,0,0,0,64,22,14,,,,,,,,,,,,
Slimani,Sporting CP,Forward,104,2,0,0,12.4,,,,,,,,,,,,,1,0,2,0,0,1,0,0,71,23,17,,,,,,,,,,,,
Demir,Barcelona,Midfielder,101,3,0,0,12.8,,,,0,0,0,1,0,2,1,1,0,0,0,1,1,0,0,0,0,87,47,39,,,,,,,,,,,,
Gosens,Atalanta,Midfielder,101,2,1,0,12.1,,,,2,1,1,5,2,3,2,1,0,0,0,2,0,0,0,0,0,70,56,43,0,1,0,0,0,1,0,,,,,
Traoré,Shakhtar Donetsk,Forward,101,2,0,0,10.5,,,,,,,,,1,1,0,0,0,0,1,1,0,0,0,0,36,22,16,,,,,,,,,,,,
Tigges,Dortmund,Forward,100,2,0,0,13.4,,,,,,,,,2,0,1,1,0,0,4,1,0,0,0,0,57,19,9,,,,,,,,,,,,
Sarr,Chelsea,Defender,100,2,0,0,11.9,,,,1,1,0,3,1,2,0,1,1,1,0,3,3,0,0,0,0,90,71,68,,,,,,,,,,,,
Sarr,Chelsea,Defender,100,2,0,0,11.9,,,,1,1,0,3,1,2,0,1,1,1,0,3,3,25,4,1,0,90,72,62,,,,,,,,,,,,
Sarr,Chelsea,Defender,100,2,0,0,11.9,,,,1,1,0,9,7,2,0,1,1,1,0,3,3,0,0,0,0,90,71,68,,,,,,,,,,,,
Sarr,Chelsea,Defender,100,2,0,0,11.9,,,,1,1,0,9,7,2,0,1,1,1,0,3,3,25,4,1,0,90,72,62,,,,,,,,,,,,
Ranocchia,Inter,Defender,98,3,0,0,10.9,,,,0,0,0,5,1,2,1,1,0,0,0,2,1,0,0,0,2,83,38,31,,,,,,,,,,,,
Nikolov,Sheriff,Midfielder,97,5,1,0,14.6,,,,2,2,0,5,0,3,1,1,1,0,0,4,3,0,0,0,0,72,27,24,1,0,0,0,0,1,0,,,,,
Zagadou,Dortmund,Defender,97,2,0,0,12.3,,,,0,0,0,7,3,,,,,1,0,2,0,100,1,1,0,87,111,103,,,,,,,,,,,,
Mata,Man. United,Midfielder,96,3,0,0,13.2,,,,1,1,0,4,0,2,1,1,0,,,,,0,2,0,4,57,55,47,,,,,,,,,,,,
Barkley,Chelsea,Midfielder,96,3,0,0,12.7,,,,0,0,0,3,0,3,1,1,1,,,,,37,8,3,3,89,69,61,,,,,,,,,,,,
Andriyevskiy,Dynamo Kyiv,Midfielder,94,2,0,0,12.9,,,,1,0,1,6,0,,,,,,,,,0,0,0,2,90,48,40,,,,,,,,,,,,
Vitinho,Dynamo Kyiv,Midfielder,93,3,0,0,13.5,,,,0,0,0,3,0,1,0,1,0,0,0,1,4,0,2,0,0,67,28,21,,,,,,,,,,,,
Mario Gaspar,Villarreal,Defender,93,2,0,0,10.8,,,,0,0,0,1,2,,,,,1,0,2,2,0,1,0,1,95,32,29,,,,,,,,,,,,
Verbič,Dynamo Kyiv,Midfielder,91,3,0,0,13.1,,,,2,1,1,4,0,3,0,1,2,1,0,3,4,0,0,0,0,35,26,18,,,,,,,,,,,,
Ballo,Milan,Defender,91,2,0,0,11.6,,,,2,1,1,7,1,,,,,0,0,2,2,0,1,0,1,81,31,27,,,,,,,,,,,,
Philipp,Wolfsburg,Forward,90,2,0,0,11.1,,,,1,1,0,1,0,1,0,1,0,,,,,0,0,0,1,44,9,7,,,,,,,,,,,,
Hateboer,Atalanta,Defender,90,1,0,0,11.8,,,,2,0,2,1,2,,,,,,,,,33,3,1,0,88,33,29,,,,,,,,,,,,
N'Koudou,Beşiktaş,Midfielder,90,1,0,0,10.9,,,,1,1,0,2,1,1,0,0,1,,,,,0,1,0,0,83,41,34,,,,,,,,,,,,
Egan-Riley,Man. City,Defender,90,1,0,0,10.8,,,,1,0,1,3,1,,,,,0,0,1,0,0,1,0,0,95,61,58,,,,,,,,,,,,
Shabanov,Dynamo Kyiv,Defender,90,1,0,0,10.7,,,,0,0,0,2,5,,,,,,,,,0,0,0,0,94,35,33,,,,,,,,,,,,
Bondar,Shakhtar Donetsk,Defender,90,1,0,0,10.2,,,,0,0,0,9,2,1,0,1,0,0,0,1,0,0,0,0,3,94,105,99,,,,,,,,,,,,
Lustenberger,Young Boys,Defender,90,1,0,0,10.2,,,,2,2,0,3,4,1,0,1,0,,,,,0,1,0,1,84,68,57,,,,,,,,,,,,
Serdar Saatçı,Beşiktaş,Defender,90,1,0,0,9.5,,,,0,0,0,9,6,1,0,1,0,,,,,0,0,0,2,82,22,18,,,,,,,,,,,,
Vitão,Shakhtar Donetsk,Defender,90,1,0,0,9.4,,,,1,0,1,3,10,,,,,1,0,1,0,0,0,0,3,93,73,68,,,,,,,,,,,,
Ulreich,Bayern,Goalkeeper,90,1,0,0,6.2,,,,,,,,,,,,,,,,,0,0,0,1,97,32,31,,,,,,,,4,0,1,0,2
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,11,4,7,13,0,6,2,4,0,1,0,7,7,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,11,4,7,13,0,6,2,4,0,1,0,7,7,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,11,4,7,13,0,6,2,4,0,1,0,7,7,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,11,4,7,13,0,6,2,4,0,1,0,7,9,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,11,4,7,13,0,6,2,4,0,1,0,7,9,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,11,4,7,13,0,6,2,4,0,1,0,7,9,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,11,4,7,13,0,28,7,10,11,1,0,7,7,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,11,4,7,13,0,28,7,10,11,1,0,7,7,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,11,4,7,13,0,28,7,10,11,1,0,7,7,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,11,4,7,13,0,28,7,10,11,1,0,7,9,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,11,4,7,13,0,28,7,10,11,1,0,7,9,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,11,4,7,13,0,28,7,10,11,1,0,7,9,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,10,2,8,53,19,6,2,4,0,1,0,7,7,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,10,2,8,53,19,6,2,4,0,1,0,7,7,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,10,2,8,53,19,6,2,4,0,1,0,7,7,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,10,2,8,53,19,6,2,4,0,1,0,7,9,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,10,2,8,53,19,6,2,4,0,1,0,7,9,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,10,2,8,53,19,6,2,4,0,1,0,7,9,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,10,2,8,53,19,28,7,10,11,1,0,7,7,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,10,2,8,53,19,28,7,10,11,1,0,7,7,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,10,2,8,53,19,28,7,10,11,1,0,7,7,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,10,2,8,53,19,28,7,10,11,1,0,7,9,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,10,2,8,53,19,28,7,10,11,1,0,7,9,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Leipzig,Goalkeeper,90,1,0,0,6.0,0,0,3,10,2,8,53,19,28,7,10,11,1,0,7,9,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Pervan,Wolfsburg,Goalkeeper,90,1,0,0,5.7,,,,,,,,,,,,,,,,,0,0,0,0,62,40,25,,,,,,,,5,0,2,0,0
Kepa,Chelsea,Goalkeeper,90,1,0,0,5.6,,,,,,,,,,,,,,,,,0,0,0,2,75,28,21,,,,,,,,4,0,3,0,0
João Virginia,Sporting CP,Goalkeeper,90,1,0,0,5.4,,,,,,,,,,,,,,,,,0,0,0,1,78,36,28,,,,,,,,3,0,4,0,0
Günok,Beşiktaş,Goalkeeper,90,1,0,0,4.8,,,,,,,,,,,,,,,,,0,0,0,1,66,38,25,,,,,,,,4,0,2,0,0
Celeadnic,Sheriff,Goalkeeper,90,1,0,0,4.7,,,,,,,,,,,,,,,,,0,0,0,2,81,31,25,,,,,,,,6,0,3,0,1
Boyko,Dynamo Kyiv,Goalkeeper,90,1,0,0,4.5,,,,,,,,,,,,,,,,,0,0,0,2,74,31,23,,,,,,,,4,0,0,1,2
Perin,Juventus,Goalkeeper,90,1,0,0,4.3,,,,,,,,,,,,,,,,,0,0,0,0,79,19,15,,,,,,,,2,0,0,1,0
Steffen,Man. City,Goalkeeper,90,1,0,0,4.0,,,,3,2,1,6,6,5,2,2,1,2,0,5,4,50,2,1,0,74,84,66,0,2,0,0,0,2,0,3,0,2,0,1
Steffen,Man. City,Goalkeeper,90,1,0,0,4.0,,,,3,2,1,6,6,5,2,2,1,2,0,5,4,0,0,0,3,92,25,23,0,2,0,0,0,2,0,3,0,2,0,1
Nanasi,Malmö,Midfielder,89,2,0,0,12.4,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
Florenzi,Milan,Defender,88,4,0,0,12.6,,,,0,0,0,4,6,3,0,3,0,0,0,1,1,,,,,,,,,,,,,,,,,,,
Olmo,Leipzig,Forward,88,2,0,1,10.9,0,0,5,0,0,0,1,0,2,0,1,1,0,0,3,4,,,,,,,,,,,,,,,,,,,
Fábio Vieira,Porto,Midfielder,85,2,0,1,11.0,0,0,3,1,0,1,2,0,1,1,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,
Bondarenko,Shakhtar Donetsk,Midfielder,84,2,0,0,11.8,,,,2,0,2,2,0,2,0,2,0,0,0,1,2,,,,,,,,,,,,,,,,,,,
Piątkowski,Salzburg,Defender,84,2,0,0,9.8,,,,0,0,0,3,3,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,
Nalić,Malmö,Midfielder,83,5,0,0,13.6,,,,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korniienko,Shakhtar Donetsk,Defender,83,2,0,0,11.2,,,,1,0,1,3,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
En-Nesyri,Sevilla,Forward,83,2,0,0,10.2,,,,,,,,,3,0,2,1,3,1,5,3,,,,,,,,,,,,,,,,,,,
Supryaha,Dynamo Kyiv,Forward,81,2,0,0,10.9,,,,3,1,2,1,0,,,,,0,0,2,2,,,,,,,,,,,,,,,,,,,
De Winter,Juventus,Defender,81,2,0,0,10.8,,,,1,1,0,5,0,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,
Kulusevski,Juventus,Midfielder,80,5,1,0,14.3,,,,1,1,0,2,1,1,1,0,0,1,0,6,0,,,,,,,,0,0,1,0,0,1,0,,,,,
Augustinsson,Sevilla,Defender,80,3,0,0,11.1,,,,2,0,2,5,0,,,,,1,0,2,3,,,,,,,,,,,,,,,,,,,
Radeljić,Sheriff,Defender,79,3,0,0,10.2,,,,1,1,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jovane Cabral,Sporting CP,Forward,79,3,0,0,9.8,,,,0,0,0,2,0,,,,,0,0,2,0,,,,,,,,,,,,,,,,,,,
Marc Roca,Bayern,Defender,78,4,0,0,11.6,,,,1,0,1,6,1,,,,,0,0,4,0,,,,,,,,,,,,,,,,,,,
Kanga,Young Boys,Forward,75,5,0,0,10.1,,,,,,,,,2,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,
Cavani,Man. United,Forward,75,4,0,0,11.7,,,,,,,,,1,0,1,0,1,0,2,1,,,,,,,,,,,,,,,,,,,
Gökhan Töre,Beşiktaş,Midfielder,75,4,0,0,11.2,,,,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emre Can,Dortmund,Defender,74,2,0,0,8.4,,,,0,0,0,2,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,
Alcácer,Villarreal,Forward,73,3,1,0,10.0,,,,0,0,0,2,0,4,2,1,1,0,0,1,0,,,,,,,,1,0,0,0,0,1,0,,,,,
Esteves,Sporting CP,Defender,73,1,0,0,8.4,,,,1,0,1,2,1,1,0,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,
Rensch,Ajax,Defender,71,5,0,0,13.8,,,,5,2,3,8,1,,,,,0,0,2,0,,,,,,,,,,,,,,,,,,,
Ferran Torres,Man. City,Forward,71,1,0,0,8.1,,,,,,,,,3,1,0,2,0,0,1,0,,,,,,,,,,,,,,,,,,,
Kehrer,Paris,Defender,70,4,0,0,8.3,,,,1,0,1,5,2,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,
Krugovoi,Zenit,Defender,68,6,0,0,11.8,,,,0,0,0,7,0,1,0,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,
Dost,Club Brugge,Forward,68,3,0,0,8.6,,,,,,,,,2,1,1,0,0,0,2,1,,,,,,,,,,,,,,,,,,,
Diallo,Man. United,Midfielder,68,1,0,0,8.3,,,,0,0,0,4,0,2,1,0,1,0,0,1,1,0,0,0,1,85,117,103,,,,,,,,,,,,
Diallo,Man. United,Midfielder,68,1,0,0,8.3,,,,0,0,0,4,0,2,1,0,1,0,0,4,0,0,0,0,1,85,117,103,,,,,,,,,,,,
Diallo,Man. United,Midfielder,68,1,0,0,8.3,,,,1,0,1,15,10,2,1,0,1,0,0,1,1,0,0,0,1,85,117,103,,,,,,,,,,,,
Diallo,Man. United,Midfielder,68,1,0,0,8.3,,,,1,0,1,15,10,2,1,0,1,0,0,4,0,0,0,0,1,85,117,103,,,,,,,,,,,,
Henderson,Man. United,Goalkeeper,68,1,0,0,4.4,0,0,2,3,1,2,29,1,12,4,4,4,0,0,10,4,35,17,6,6,86,602,530,1,0,0,0,0,0,1,3,0,1,0,1
Martial,Man. United,Forward,67,2,0,0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gagliardini,Inter,Midfielder,66,5,0,0,11.6,,,,3,2,1,2,2,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,
Rúben Vinagre,Sporting CP,Defender,63,2,0,0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mambimbi,Young Boys,Forward,60,4,0,0,9.4,,,,2,0,2,1,1,1,0,0,1,0,0,4,0,,,,,,,,,,,,,,,,,,,
Moriba,Leipzig,Midfielder,60,3,0,0,8.7,,,,4,2,2,1,0,2,0,0,2,1,0,2,2,,,,,,,,,,,,,,,,,,,
Passlack,Dortmund,Midfielder,60,2,0,0,7.6,,,,0,0,0,3,6,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
Bakayoko,Milan,Defender,56,3,0,0,8.1,,,,1,0,1,3,0,2,0,1,1,1,0,1,4,,,,,,,,,,,,,,,,,,,
Pezzella,Atalanta,Defender,56,3,0,0,8.1,,,,0,0,0,2,3,2,1,1,0,0,0,1,2,,,,,,,,,,,,,,,,,,,
Sudakov,Shakhtar Donetsk,Midfielder,56,2,0,0,8.3,,,,0,0,0,2,0,3,1,0,2,0,0,1,1,,,,,,,,,,,,,,,,,,,
Sandra,Club Brugge,Midfielder,56,1,0,0,6.9,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
Mbamba-Muanda,Club Brugge,Defender,55,3,0,0,8.7,,,,1,0,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shepeliev,Dynamo Kyiv,Midfielder,54,2,0,0,8.7,,,,2,1,1,5,0,,,,,0,0,3,0,,,,,,,,,,,,,,,,,,,
Richards,Bayern,Defender,52,4,0,0,8.5,,,,8,2,6,9,1,,,,,1,0,3,0,,,,,,,,,,,,,,,,,,,
Julien,Sheriff,Defender,52,3,0,0,7.2,,,,0,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
Oğuzhan Özyakup,Beşiktaş,Midfielder,52,2,0,0,7.4,,,,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daramy,Ajax,Forward,52,2,0,0,6.4,,,,0,0,0,1,1,4,1,3,0,,,,,,,,,,,,,,,,,,,,,,,
Henrichs,Leipzig,Defender,51,4,0,0,7.2,,,,1,1,0,3,3,2,0,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
Choupo-Moting,Bayern,Midfielder,49,4,1,0,6.7,,,,,,,,,3,1,1,1,0,0,2,1,,,,,,,,0,0,1,0,0,1,0,,,,,
Yusuf Yazıcı,LOSC,Midfielder,47,4,0,0,8.7,,,,0,0,0,1,0,1,0,0,1,1,0,2,2,,,,,,,,,,,,,,,,,,,
Icardi,Paris,Forward,47,3,0,0,6.5,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
McAtee,Man. City,Midfielder,45,1,0,0,6.2,,,,1,1,0,1,0,,,,,0,0,1,2,,,,,,,,,,,,,,,,,,,
Lovato,Atalanta,Defender,45,1,0,0,5.3,,,,0,0,0,5,3,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,
Palmer,Man. City,Midfielder,40,3,1,0,7.0,,,,0,0,0,2,0,2,2,0,0,,,,,,,,,,,,0,1,0,0,0,1,0,,,,,
Paulo Bernardo,Benfica,Midfielder,39,5,0,0,8.3,,,,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kjærgaard,Salzburg,Midfielder,38,4,1,0,7.9,,,,1,0,1,1,0,1,1,0,0,1,0,2,0,,,,,,,,0,1,0,0,0,1,0,,,,,
Taylor,Ajax,Midfielder,38,3,0,0,6.6,,,,1,0,1,1,0,,,,,0,0,3,0,,,,,,,,,,,,,,,,,,,
Francisco Conceição,Porto,Forward,37,2,0,0,5.4,,,,,,,,,1,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,
F. Nmecha,Wolfsburg,Midfielder,36,2,0,0,6.6,,,,0,0,0,1,0,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,
Pepê,Porto,Forward,34,3,0,0,5.7,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al. Miranchuk,Atalanta,Forward,33,2,0,1,4.8,0,0,2,1,1,0,2,0,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,
Edwards,Sporting CP,Forward,32,1,0,0,4.0,,,,0,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
Radonjić,Benfica,Forward,31,1,0,0,3.9,,,,,,,,,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,
Mengi,Man. United,Defender,29,1,0,0,3.7,,,,1,1,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley,Club Brugge,Forward,26,2,0,0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandi,Villarreal,Defender,24,2,0,0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kudus,Ajax,Midfielder,24,2,0,0,3.5,,,,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
Novoa,Leipzig,Midfielder,24,1,0,1,3.6,0,0,1,,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
Lihadji,LOSC,Forward,23,3,0,0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernardo,Salzburg,Defender,23,2,0,1,4.2,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tijani,Salzburg,Midfielder,23,1,0,0,3.1,,,,2,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Arfa,LOSC,Midfielder,22,2,0,0,3.6,,,,,,,,,1,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,
Óscar Rodríguez,Sevilla,Midfielder,22,1,0,0,3.8,,,,1,0,1,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
Shoretire,Man. United,Midfielder,22,1,0,0,3.3,,,,0,0,0,1,0,,,,,1,0,1,3,,,,,,,,,,,,,,,,,,,
Heaton,Man. United,Goalkeeper,22,1,0,0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanišić,Bayern,Defender,21,2,0,1,3.6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knauff,Dortmund,Midfielder,20,3,0,0,5.1,,,,4,2,2,1,0,1,0,1,0,1,0,3,1,,,,,,,,,,,,,,,,,,,
Maldini,Milan,Forward,20,3,0,0,4.2,,,,2,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moukoko,Dortmund,Forward,20,1,0,0,3.2,,,,0,0,0,1,0,2,0,1,1,1,0,2,0,,,,,,,,,,,,,,,,,,,
Iván Romero,Sevilla,Forward,20,1,0,0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flávio Nazinho,Sporting CP,Defender,19,2,0,0,4.0,,,,1,1,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
Balde,Barcelona,Defender,19,2,0,0,3.7,,,,,,,,,1,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
Tillman,Bayern,Midfielder,18,2,0,0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peña,Villarreal,Defender,18,2,0,0,3.3,,,,2,1,1,2,1,4,2,1,1,1,0,1,0,20,5,1,6,80,170,138,,,,,,,,,,,,
Peña,Villarreal,Defender,18,2,0,0,3.3,,,,2,1,1,2,1,4,2,1,1,1,0,3,3,20,5,1,6,80,170,138,,,,,,,,,,,,
Peña,Villarreal,Defender,18,2,0,0,3.3,,,,11,4,7,12,2,4,2,1,1,1,0,1,0,20,5,1,6,80,170,138,,,,,,,,,,,,
Peña,Villarreal,Defender,18,2,0,0,3.3,,,,11,4,7,12,2,4,2,1,1,1,0,3,3,20,5,1,6,80,170,138,,,,,,,,,,,,
